years_in_field,years_in_role,job_title_open,job_category_select,org-type_select,team-size,org-size_bucket,org-uxr-maturity_bucket,desc-of-work_open,reops-member_bucket,org-skill-ladder_bucket,org-reops-supt_bucket,work-towards-goal_bucket,goal-desc_open,goal-desc_tags,craft-important_1,craft-important_2,craft-important_3,craft-desired_1,craft-desired_2,craft-desired_3,craft-write-in_open,h1_biz-strategy_rating,h2_delivery-disciplines_rating,h3_org-diplomacy_rating,h4_service-conceptual_rating,h5_stakeholder-mgmt-comms_rating,h6_project-mgmt_rating,h7_research-process-mgmt_rating,h8_reops-prowess_rating,h9_technical-research-skills_rating,h10_persuation-articulation_rating,h11_interpersonal-relationships_rating,h12_prof-relationships_rating,h13_mindful-work-reflection_rating,biggest-challenge_open,biggest-challenge_tags,explore-excited_open,explore-excited_tags,one-next-step_open,one-next-step_tags,optional-other_open
2.5,2.5,Senior Researcher and Service Designer,researcher,Agency,3,21–50,Mature,"Mixed bag but user research contributing to the design of new services or the re-design of existing ones. At the moment, doing a lot of research internally within orgs to inform their progression. I've also been doing a lot of research with other researchers!  ",Yes,Yes,No,Yes,Long term vision of Head of Research. Currently moving from senior to research Lead but there's a lot I need to build in my own practice,"learning/mentors,lead/manager role,quote",604,601,610,408,103,113,,4,3,4,3,5,5,4,3,3,3,5,3,3,"Managing. Being aware of all the different skills needed to be a full-stack researcher. At the moment, biggest challenge is to build off  on research already done by someone other than me.","research team of one,methods practice/skills","I'm excited about identifying gaps in my research and how to become a Player-Coach, there's much to develop in my craft which I'm excited about.","training/supporting,learning/mentors ,mindfulness/reflection",Focus on the digital/testing aspect and build capabilities in storytelling which is useful for all,"communication/storytelling,usability",Still overwhelmed by the diversity of research and the amount I feel I have to specialise in
1,0.5,Product Designer,designer,In-house private sector,0,11–20,Early,"Product designer, responsible for research as well",No,No,No,No,,,102,103,204,402,312,407,,2,3,3,4,1,3,4,3,1,2,3,4,4,"Reaching to participants to recruit, having a scheduled short phone interview and choosing the right research methods","methods practice/skills,participant recruitment",I want to explore quantitative research and learn more how to use data and combine it with qualitative research,"quantitative methods,mixed methods,learning/mentors ",,,
1.5,0.5,UX Reseearcher,researcher,In-house private sector,2,"1,001+",Progressing,"Working in an agile company, together with UX designers to understand what we are designing. Currently working on our app and on ""My Account""with qualitative research.",No,No,Yes,Yes,"Getting more confident as a UX Researcher, working on (soft) skills","soft skills,researcher role development",301,102,601,110,403,404,,4,3,4,4,3,3,3,2,4,3,3,3,3,Its sometimes hard to gather insights from all customer-facing roles,collaboration,Learn about customer journey mapping / develop news skills & methods of doing research,"journey mapping,methods practice/skills,learning/mentors ",Collaborate more with CX and customer contact,closer to customers,
11,3,Product Owner for customer labs,other,In-house private sector,3,"1,001+",Progressing,"Interviews every 2 weeks, usability testing, moderated and unmoderated, surveys, validating product features",Yes,Yes,No,I'm not sure,,,602,505,604,604,201,610,,4,5,4,4,4,4,5,5,5,5,4,2,2,The balance between speed and delivery vs quality / depth. Also conflicting needs (perceived) eg. some people consider research as something that's in their way,"time,collaboration",Creating and leading a customers lab,"build lab,lead/manager role","Align all teams on a common outcome, as in: what success looks like?",ROI,
1,1,Design Researcher,researcher,Agency,15,101–500,Mature,"Working on chat, chatbot and voice assistant. I work for an agency, on projects, with designers and product managers from the client side",No,Yes,No,I'm not sure,,,301,113,601,504,401,110,Determine/evaluate best research approach,4,1,3,2,3,3,3,2,3,3,2,2,2,Have very little control of the prototype/stimulus we will use in research sessions.,ownership,"1) Exploratory / generative research, 2) Make research insights more impactful","generative/expl research,impact/actionable insight",Communicate with designers how we can work together better + learn more about exploratory/generative research,"Generative/expl research,collaboration",
1.5,1,UX Researcher,researcher,In-house private sector,3,101–500,Progressing,"360 in-house UX researcher mostly on current customer base, occasionally external participants ",Yes,No,No,Yes,"Expanding my research skillset, making it more robust so I can start freelancing in 2 years","learning/mentors,methods practice/skills,expanding professional horizon",301,601,109,405,408,403,,4,5,4,5,3,4,4,3,3,3,4,3,3,Lack of time to sit and reflect & zoom out to see the big picture. Lack of time & resources to learn new skills,"time,mindfulness/reflection,methods practice/skills",More psychology related topics as well as the ability to combine qual & quant data,"mixed methods,misc",Get a job in an agency. I believe it would get me the exposure to the diversity I crave and need to progress,"new job/role,misc,quote","I love that research is growing in popularity and is not treated as a peripheral discipline anymore. I wish there were bigger budgets dedicated for us, though. Thanks so much for building this community and letting us grow! "
0.5,0.5,Junior User Researcher,researcher,Public sector,30,"501–1,000",Mature,"Lots of usability testing, 1-2-1 interviews (discovery work)",No,Yes,No,Yes,"Fairly new to role, want to build experience in different methods/ want to be mid-weight by end of the year",methods practice/skills,301,308,311,504,601,501,,4,4,4,4,3,3,4,2,3,3,4,3,2,"Taking charge and setting directions. Lots of opinions in the team, sometimes the findings from research are lost - need to be more assertive.","creative confidence,misc",Learning more skills + gaining confidence  in my craft,"methods practice/skills,misc","Be more confident + assertive. Go with my ""research gut"" more","soft skills,misc",
3,3,User Researcher,researcher,Public sector,29,"1,001+",Mature,"Embedded in 2 product teams doing mix of discovery, usability testing, desk research and advice.",No,Yes,Yes,No,,,101,103,202,205,204,109,,3,4,3,4,3,3,3,2,4,3,3,2,2,Being included early enough to have an impact on service design,integration into product dev cycle,Exploratory research + informing organisational strategy,"strategy,generative/expl research",TBD,,
15,1,Head of User Research and Analysis,researcher,Public sector,30,"501–1,000",Mature,I run the user research and performance analyst communities at GDS. My job is to enable researchers/analysts to do their jobs well and support the well being of the community,On Waitlist,Yes,No,Yes,I'd like to know and do more in the research ops space to better support my organisation. I'd like to develop my leadership skills,"learning/mentors,ops/scaling,lead/manager role",604,507,610,606,609,505,,4,4,4,3,3,4,5,3,5,5,3,3,3,Evangelising research in the face of budget cuts when research starts to look like a luxury rather than a necessity,evangelize research / value,I'd like to know more about how to be better at ResearchOps - these skills will have a big impact for the whole organisation and future jobs,ResearchOps,I'm on the waiting list to the ResearchOps Slack community and I'd like to be an active member*(?),exchange/networking,Where do we go to learn leadership skills for design/research roles
3,3,Lead Product Designer,designer,In-house private sector,2,"501–1,000",Progressing,Discovery process for new product features,No,No,No,No,,,609,608,506,305,112,304,,2,3,3,2,2,3,2,2,2,3,3,4,4,Recruiting people - its impossible to pick my *,participant recruitment,How to moderate right questions from stakeholders requests,stakeholder & expectation mngt,"take a training on managing stakeholders, expectations, forming better research questions","stakeholder & expectation mngt,learning/mentors,interviewing",Thanks for the workshop - very well done!
20,2,User research Consultant,researcher,Freelance,29,"1,001+",Mature,Providing user research to a live service (send prisoners money) to look for ways of continuous improvement. The least exciting part of a UR role,Yes,Self-employed,Yes,Yes,Providing training and coach - have set up a new training company,training/supporting,,,,,,,Knowing what you know already / gap analysis,4,3,4,5,5,4,5,5,5,5,4,4,4,Changing mindsets,evangelize research / value,Training new user researchers,training/supporting,Get first customer for my research training,"method practice/skills,closer to customers",
2,2,Design Researcher,researcher,Agency,15,101–500,Mature,"Range of research activities for a high street bank, from exploratory to evaluative, I'm also helping embed design thinking and advocate research in client teams",No,Yes,No,Yes,"Managing junior researchers, expanding my skillset (especially quant methods), working towards a promotion","quant skils,lead/manager role",501,507,301,408,504,305,,3,4,3,3,4,4,3,2,4,3,4,4,5,Demand - a lot of opportunities for research but too few researchers in the teams,parallel processes & responsibilities,Research Ops and helping upskill non-practitioners (eg designers),"ResearchOps,training/supporting",Create the time and thinking space necessary to plan and execute great research eg by pushing back requests when needed,"time,mindfulness/reflection,stakeholder & expectation mngt",
1,0.5,UX Designer,designer,In-house private sector,0,51–100,None,"Creating user journey, user flow, wireframes, user research and planning",No,No,No,I'm not sure,,,603,607,508,610,504,605,,4,4,3,3,3,4,4,2,3,3,2,2,3,,,,,,,
20,15,Professor and Consultant,other,Public sector,0,"501–1,000",Progressing,I am a professor so I am teaching UX Research. I have time as well to do freelance work on a daily basis. And I work in companies during sabbatical from university.,No,No,No,No,"I am on sabbatical right now, I have time to concentrate on research, which is great.","learning/mentors,methods practice/skills",502,506,401,,,,,,,,,,,,,,,,,,,,,,,,
20,2,Senior Market Researcher,researcher,In-house private sector,60,"1,001+",Mature,Quantitative data analysis and disseminate of results,No,Yes,No,Yes,Moving towards technical lead position.,lead/manager role,311,307,501,603,501,506,,3,3,4,4,2,2,3,3,4,3,2,2,3,Deciding who and when to involve stakeholders and/or other teams in the various stages of the research process.,"collaboration,ownership",Levelling up other researchers on quantitative experiment design and data analysis.,training/supporting,Promote and extend research infrastructure that will support quantitative research processes.,scaling/expanding the scope,The next steps of my research journey depend on other researchers having an appetite to learn quantitative methodologies.
